State, Year, Enrolled Agencies, Participating, Enrolled
NJ,2020,"Rahway Police Department",,Yes
NJ,2020,"Ramsey Police Department",Yes,Yes
NJ,2020,"Randolph Township Police Department",,Yes
NJ,2020,"Raritan Police Department",Yes,Yes
NJ,2020,"Raritan Township Police Department",Yes,Yes
NJ,2020,"Readington Township Police Department",,Yes
NJ,2020,"Red Bank Police Department",Yes,Yes
NJ,2020,"Ridgefield Park Police Department",Yes,Yes
NJ,2020,"Ridgefield Police Department",Yes,Yes
NJ,2020,"Ridgewood Police Department",Yes,Yes
NJ,2020,"Ringwood Police Department",Yes,Yes
NJ,2020,"Riverdale Police Department",Yes,Yes
NJ,2020,"River Edge Police Department",Yes,Yes
NJ,2020,"Riverside Township Police Department",,Yes
NJ,2020,"Riverton Police Department",Yes,Yes
NJ,2020,"River Vale Township Police Department",Yes,Yes
NJ,2020,"Robbinsville Township Police Department",,Yes
NJ,2020,"Rochelle Park Township Police Department",Yes,Yes
NJ,2020,"Rockaway Police Department",,Yes
NJ,2020,"Rockaway Township Police Department",Yes,Yes
NJ,2020,"Rockleigh Police Department",Yes,Yes
NJ,2020,"Roseland Police Department",,Yes
NJ,2020,"Roselle Park Police Department",Yes,Yes
NJ,2020,"Roselle Police Department",Yes,Yes
NJ,2020,"Rowan University",Yes,Yes
NJ,2020,"Roxbury Township Police Department",Yes,Yes
NJ,2020,"Rumson Police Department",Yes,Yes
NJ,2020,"Runnemede Police Department",Yes,Yes
NJ,2020,"Rutgers University, Camden",Yes,Yes
NJ,2020,"Rutgers University, Newark",Yes,Yes
NJ,2020,"Rutgers University, New Brunswick",,Yes
NJ,2020,"Rutherford Police Department",Yes,Yes
NJ,2020,"Saddle Brook Township Police Department",Yes,Yes
NJ,2020,"Saddle River Police Department",,Yes
NJ,2020,"Salem County Sheriff's Office",Yes,Yes
NJ,2020,"Salem Police Department",Yes,Yes
NJ,2020,"Sayreville Police Department",Yes,Yes
NJ,2020,"Scotch Plains Township Police Department",Yes,Yes
NJ,2020,"Sea Bright Police Department",Yes,Yes
NJ,2020,"Sea Girt Police Department",Yes,Yes
NJ,2020,"Sea Isle City Police Department",Yes,Yes
NJ,2020,"Seaside Heights Police Department",Yes,Yes
NJ,2020,"Seaside Park Police Department",Yes,Yes
NJ,2020,"Secaucus Police Department",Yes,Yes
NJ,2020,"Ship Bottom Police Department",Yes,Yes
NJ,2020,"Shrewsbury Police Department",Yes,Yes
NJ,2020,"Somerdale Police Department",Yes,Yes
NJ,2020,"Somerset County Sheriff's Office",Yes,Yes
NJ,2020,"Somers Point Police Department",Yes,Yes
NJ,2020,"Somerville Police Department",Yes,Yes
NJ,2020,"South Amboy Police Department",Yes,Yes
NJ,2020,"South Bound Brook Police Department",Yes,Yes
NJ,2020,"South Brunswick Township Police Department",Yes,Yes
NJ,2020,"South Hackensack Township Police Department",Yes,Yes
NJ,2020,"South Harrison Township Police Department",Yes,Yes
NJ,2020,"South Orange Police Department",Yes,Yes
NJ,2020,"South Plainfield Police Department",Yes,Yes
NJ,2020,"South River Police Department",,Yes
NJ,2020,"South Toms River Police Department",Yes,Yes
NJ,2020,"Sparta Township Police Department",Yes,Yes
NJ,2020,"Spotswood Police Department",Yes,Yes
NJ,2020,"Springfield Police Department",Yes,Yes
NJ,2020,"Springfield Township Police Department",Yes,Yes
NJ,2020,"Spring Lake Heights Police Department",Yes,Yes
NJ,2020,"Spring Lake Police Department",Yes,Yes
NJ,2020,"Stafford Township Police Department",Yes,Yes
NJ,2020,"Stanhope Police Department",,Yes
NJ,2020,"State Park Police",Yes,Yes
NJ,2020,"State Police",Yes,Yes
NJ,2020,"State Police Academy, Sea Girt",Yes,Yes
NJ,2020,"State Police, Atlantic County",Yes,Yes
NJ,2020,"State Police, Bellmawr",Yes,Yes
NJ,2020,"State Police, Bergen County",Yes,Yes
NJ,2020,"State Police, Berlin",Yes,Yes
NJ,2020,"State Police, Burlington County",Yes,Yes
NJ,2020,"State Police, Camden County",Yes,Yes
NJ,2020,"State Police, Cape May County",Yes,Yes
NJ,2020,"State Police, Cranbury",Yes,Yes
NJ,2020,"State Police, Cumberland County",Yes,Yes
NJ,2020,"State Police, Essex County",Yes,Yes
NJ,2020,"State Police, Gloucester County",Yes,Yes
NJ,2020,"State Police, Holmdel",Yes,Yes
NJ,2020,"State Police, Hudson County",Yes,Yes
NJ,2020,"State Police, Hunterdon County",Yes,Yes
NJ,2020,"State Police, Mercer County",Yes,Yes
NJ,2020,"State Police, Middlesex County",Yes,Yes
NJ,2020,"State Police, Monmouth County",Yes,Yes
NJ,2020,"State Police, Morris County",Yes,Yes
NJ,2020,"State Police, Ocean County",Yes,Yes
NJ,2020,"State Police, Passaic County",Yes,Yes
NJ,2020,"State Police, Port Norris",Yes,
NJ,2020,"State Police, Salem County",Yes,Yes
NJ,2020,"State Police, Somerset County",Yes,Yes
NJ,2020,"State Police, Sussex County",Yes,Yes
NJ,2020,"State Police, Totowa",Yes,Yes
NJ,2020,"State Police, Union County",Yes,Yes
NJ,2020,"State Police, Warren County",Yes,Yes
NJ,2020,"Stevens Institute of Technology",Yes,Yes
NJ,2020,"Stillwater Township",Yes,Yes
NJ,2020,"Stockton University",Yes,Yes
NJ,2020,"Stone Harbor Police Department",Yes,Yes
NJ,2020,"Stratford Police Department",Yes,Yes
NJ,2020,"Summit Police Department",Yes,Yes
NJ,2020,"Surf City Police Department",Yes,Yes
NJ,2020,"Sussex County Sheriff's Office",Yes,Yes
NJ,2020,"Sussex Police Department",Yes,Yes
NJ,2020,"Swedesboro Police Department",Yes,Yes
NJ,2020,"Tavistock Police Department",Yes,Yes
NJ,2020,"Teaneck Township Police Department",Yes,Yes
NJ,2020,"Tenafly Police Department",Yes,Yes
NJ,2020,"Teterboro Police Department",Yes,Yes
NJ,2020,"Tewksbury Township Police Department",Yes,Yes
NJ,2020,"The College of New Jersey",Yes,Yes
NJ,2020,"Tinton Falls Police Department",,Yes
NJ,2020,"Toms River Township Police Department",Yes,Yes
NJ,2020,"Totowa Police Department",,Yes
NJ,2020,"Trenton Police Department",Yes,Yes
NJ,2020,"Tuckerton Police Department",Yes,Yes
NJ,2020,"Union Beach Police Department",Yes,Yes
NJ,2020,"Union City Police Department",Yes,Yes
NJ,2020,"Union County Sheriff's Office",,Yes
NJ,2020,"Union Township Police Department",Yes,Yes
NJ,2020,"Upper Deerfield Township Police Department",Yes,Yes
NJ,2020,"Upper Saddle River Police Department",,Yes
NJ,2020,"Ventnor City Police Department",Yes,Yes
NJ,2020,"Vernon Township Police Department",Yes,Yes
NJ,2020,"Verona Police Department",Yes,Yes
NJ,2020,"Victory Gardens Police Department",Yes,Yes
NJ,2020,"Vineland Police Department",Yes,Yes
NJ,2020,"Voorhees Township Police Department",Yes,Yes
NJ,2020,"Waldwick Police Department",Yes,Yes
NJ,2020,"Wallington Police Department",Yes,Yes
NJ,2020,"Wall Township Police Department",,Yes
NJ,2020,"Wanaque Police Department",Yes,Yes
NJ,2020,"Warren County Sheriff's Office",Yes,Yes
NJ,2020,"Warren Township Police Department",Yes,Yes
NJ,2020,"Washington Police Department",Yes,Yes
NJ,2020,"Washington Township, Bergen County Police Department",,Yes
NJ,2020,"Washington Township, Gloucester County Police Department",Yes,Yes
NJ,2020,"Washington Township, Morris County Police Department",Yes,Yes
NJ,2020,"Washington Township, Warren County Police Department",Yes,Yes
NJ,2020,"Watchung Police Department",Yes,Yes
NJ,2020,"Waterford Township Police Department",Yes,Yes
NJ,2020,"Wayne Township Police Department",Yes,Yes
NJ,2020,"Weehawken Township Police Department",Yes,Yes
NJ,2020,"Wenonah Police Department",Yes,Yes
NJ,2020,"Westampton Township Police Department",Yes,Yes
NJ,2020,"West Amwell Township Police Department",Yes,Yes
NJ,2020,"West Caldwell Township Police Department",Yes,Yes
NJ,2020,"West Cape May Police Department",Yes,Yes
NJ,2020,"West Deptford Township Police Department",Yes,Yes
NJ,2020,"Westfield Police Department",Yes,Yes
NJ,2020,"West Long Branch Police Department",Yes,Yes
NJ,2020,"West Milford Township Police Department",Yes,Yes
NJ,2020,"West New York Police Department",Yes,Yes
NJ,2020,"West Orange Police Department",Yes,Yes
NJ,2020,"Westville Police Department",Yes,Yes
NJ,2020,"West Wildwood Police Department",,Yes
NJ,2020,"West Windsor Township Police Department",Yes,Yes
NJ,2020,"Westwood Police Department",Yes,Yes
NJ,2020,"Wharton Police Department",Yes,Yes
NJ,2020,"Wildwood Crest Police Department",Yes,Yes
NJ,2020,"Wildwood Police Department",Yes,Yes
NJ,2020,"William Paterson University",Yes,Yes
NJ,2020,"Williamstown Police Department",,Yes
NJ,2020,"Willingboro Township Police Department",Yes,Yes
NJ,2020,"Winfield Township Police Department",Yes,Yes
NJ,2020,"Winslow Township Police Department",Yes,Yes
NJ,2020,"Woodbine Police Department",Yes,Yes
NJ,2020,"Woodbridge Township Police Department",Yes,Yes
NJ,2020,"Woodbury Heights Police Department",Yes,Yes
NJ,2020,"Woodbury Police Department",Yes,Yes
NJ,2020,"Woodcliff Lake Police Department",Yes,Yes
NJ,2020,"Woodland Park Police Department",Yes,Yes
NJ,2020,"Woodlynne Police Department",Yes,Yes
NJ,2020,"Wood-Ridge Police Department",,Yes
NJ,2020,"Woodstown Police Department",Yes,Yes
NJ,2020,"Woolwich Township Police Department",Yes,Yes
NJ,2020,"Wrightstown Police Department",Yes,Yes
NJ,2020,"Wyckoff Township Police Department",Yes,Yes
NM,2020,"Acoma Tribal",Yes,Yes
NM,2020,"Alamogordo Police Department",Yes,Yes
NM,2020,"Albuquerque Police Department",Yes,Yes
NM,2020,"Angel Fire Police Department",Yes,Yes
NM,2020,"Anthony Police Department",Yes,Yes
NM,2020,"Artesia Police Department",Yes,Yes
NM,2020,"Aztec Police Department",Yes,Yes
NM,2020,"Bayard Police Department",Yes,Yes
NM,2020,"Belen Police Department",Yes,Yes
NM,2020,"Bernalillo County Sheriff's Office",Yes,Yes
NM,2020,"Bernalillo Police Department",Yes,Yes
NM,2020,"Bloomfield Police Department",Yes,Yes
NM,2020,"Bosque Farms Police Department",Yes,Yes
NM,2020,"Capitan Police Department",Yes,Yes
NM,2020,"Carlsbad Police Department",Yes,Yes
NM,2020,"Carrizozo Police Department",Yes,Yes
NM,2020,"Catron County Sheriff's Office",Yes,Yes
NM,2020,"Chama Police Department",Yes,Yes
NM,2020,"Chaves County Sheriff's Office",Yes,Yes
NM,2020,"Cibola County Sheriff's Office",Yes,Yes
NM,2020,"Cimarron Police Department",Yes,Yes
NM,2020,"Clayton Police Department",Yes,Yes
NM,2020,"Cloudcroft Police Department",Yes,Yes
NM,2020,"Clovis Police Department",Yes,Yes
NM,2020,"Cochiti Lake Police Department",Yes,Yes
NM,2020,"Colfax County Sheriff's Office",Yes,Yes
NM,2020,"Corrales Police Department",Yes,Yes
NM,2020,"Cuba Police Department",Yes,Yes
NM,2020,"Curry County Sheriff's Office",Yes,Yes
NM,2020,"De Baca County Sheriff's Office",Yes,Yes
NM,2020,"Deming Police Department",Yes,Yes
NM,2020,"Dexter Police Department",Yes,Yes
NM,2020,"Dona Ana County Sheriff's Office",Yes,Yes
NM,2020,"Eastern New Mexico University",Yes,Yes
NM,2020,"Eddy County Sheriff's Office",Yes,Yes
NM,2020,"Edgewood Police Department",Yes,Yes
NM,2020,"Espanola Police Department",Yes,Yes
NM,2020,"Estancia Police Department",Yes,Yes
NM,2020,"Eunice Police Department",Yes,Yes
NM,2020,"Farmington Police Department",Yes,Yes
NM,2020,"Gallup Police Department",Yes,Yes
NM,2020,"Grant County Sheriff's Office",Yes,Yes
NM,2020,"Grants Police Department",Yes,Yes
NM,2020,"Guadalupe County Sheriff's Office",Yes,Yes
NM,2020,"Harding County Sheriff's Office",Yes,Yes
NM,2020,"Hatch Police Department",Yes,Yes
NM,2020,"Hidalgo County Sheriff's Office",Yes,Yes
NM,2020,"Hobbs Police Department",Yes,Yes
NM,2020,"Hope Police Department",Yes,Yes
NM,2020,"Hurley Police Department",Yes,Yes
NM,2020,"Isleta Tribal",Yes,Yes
NM,2020,"Jal Police Department",Yes,Yes
NM,2020,"Jemez Pueblo",Yes,Yes
NM,2020,"Jemez Springs Police Department",Yes,Yes
NM,2020,"Jicarilla Apache Tribal",Yes,Yes
NM,2020,"Laguna Tribal",Yes,Yes
NM,2020,"Las Cruces Police Department",Yes,Yes
NM,2020,"Las Vegas Police Department",Yes,Yes
NM,2020,"Lea County Sheriff's Office",Yes,Yes
NM,2020,"Lincoln County Sheriff's Office",Yes,Yes
NM,2020,"Logan Police Department",Yes,Yes
NM,2020,"Lordsburg Police Department",Yes,Yes
NM,2020,"Los Alamos County Sheriff's Office",Yes,Yes
NM,2020,"Los Alamos Police Department",Yes,Yes
NM,2020,"Los Lunas Police Department",Yes,Yes
NM,2020,"Loving Police Department",Yes,Yes
NM,2020,"Lovington Police Department",Yes,Yes
NM,2020,"Luna County Sheriff's Office",Yes,Yes
NM,2020,"Magdalena Police Department",Yes,Yes
NM,2020,"McKinley County Sheriff's Office",Yes,Yes
NM,2020,"Melrose Police Department",Yes,Yes
NM,2020,"Mescalero Tribal",Yes,Yes
NM,2020,"Mesilla Police Department",Yes,Yes
NM,2020,"Milan Police Department",Yes,Yes
NM,2020,"Mora County Sheriff's Office",Yes,Yes
NM,2020,"Moriarty Police Department",Yes,Yes
NM,2020,"Mosquero Police Department",Yes,Yes
NM,2020,"Motor Transportation Police",Yes,Yes
NM,2020,"Mountainair Police Department",Yes,Yes
NM,2020,"New Mexico Highlands University",Yes,Yes
NM,2020,"New Mexico Institute of Mining and Technology",Yes,Yes
NM,2020,"New Mexico Military Institute",Yes,Yes
NM,2020,"New Mexico State Police",Yes,Yes
NM,2020,"New Mexico State University",Yes,Yes
NM,2020,"Northern Pueblos Agency",Yes,Yes
NM,2020,"Ohkay Owingeh Tribal",Yes,Yes
NM,2020,"Otero County Sheriff's Office",Yes,Yes
NM,2020,"Pecos Police Department",Yes,Yes
NM,2020,"Peralta Police Department",Yes,Yes
NM,2020,"Pojoaque Tribal",Yes,Yes
NM,2020,"Portales Police Department",Yes,Yes
NM,2020,"Quay County Sheriff's Office",Yes,Yes
NM,2020,"Questa Police Department",Yes,Yes
NM,2020,"Ramah Navajo Tribal",Yes,Yes
NM,2020,"Raton Police Department",Yes,Yes
NM,2020,"Red River Police Department",Yes,Yes
NM,2020,"Rio Arriba County Sheriff's Office",Yes,Yes
NM,2020,"Rio Rancho Police Department",Yes,Yes
NM,2020,"Roosevelt County Sheriff's Office",Yes,Yes
NM,2020,"Roswell Police Department",Yes,Yes
NM,2020,"Ruidoso Downs Police Department",Yes,Yes
NM,2020,"Ruidoso Police Department",Yes,Yes
NM,2020,"Sandoval County Sheriff's Office",Yes,Yes
NM,2020,"San Idlefonso Pueblo",Yes,Yes
NM,2020,"San Juan County Sheriff's Office",Yes,Yes
NM,2020,"San Miguel County Sheriff's Office",Yes,Yes
NM,2020,"Santa Ana Tribal",Yes,Yes
NM,2020,"Santa Clara Police Department",Yes,Yes
NM,2020,"Santa Clara Pueblo",Yes,Yes
NM,2020,"Santa Fe County Sheriff's Office",Yes,Yes
NM,2020,"Santa Fe Police Department",Yes,Yes
NM,2020,"Santa Rosa Police Department",Yes,Yes
NM,2020,"San Ysidro Police Department",Yes,Yes
NM,2020,"Sierra County Sheriff's Office",Yes,Yes
NM,2020,"Silver City Police Department",Yes,Yes
NM,2020,"Socorro County Sheriff's Office",Yes,Yes
NM,2020,"Socorro Police Department",Yes,Yes
NM,2020,"Southern Pueblos Agency",Yes,Yes
NM,2020,"Springer Police Department",Yes,Yes
NM,2020,"State Police Headquarters, Santa Fe",Yes,Yes
NM,2020,"Sunland Park Police Department",Yes,Yes
NM,2020,"Taos County Sheriff's Office",Yes,Yes
NM,2020,"Taos Police Department",Yes,Yes
NM,2020,"Taos Pueblo",Yes,Yes
NM,2020,"Taos Ski Valley Police Department",Yes,Yes
NM,2020,"Tatum Police Department",Yes,Yes
NM,2020,"Tesuque Pueblo",Yes,Yes
NM,2020,"Texico Police Department",Yes,Yes
NM,2020,"Torrance County Sheriff's Office",Yes,Yes
NM,2020,"Truth or Consequences Police Department",Yes,Yes
NM,2020,"Tucumcari Police Department",Yes,Yes
NM,2020,"Tularosa Police Department",Yes,Yes
NM,2020,"Union County Sheriff's Office",Yes,Yes
NM,2020,"University of New Mexico",Yes,Yes
NM,2020,"Valencia County Sheriff's Office",Yes,Yes
NM,2020,"Vaughn Police Department",Yes,Yes
NM,2020,"Wagon Mound Police Department",Yes,Yes
NM,2020,"Western New Mexico University",Yes,Yes
NM,2020,"Zuni Tribal",Yes,Yes
NV,2020,"Carson City County Sheriff's Office",Yes,Yes
NV,2020,"Elko Police Department",Yes,Yes
NV,2020,"Fallon Police Department",Yes,Yes
NV,2020,"Henderson Police Department",,Yes
NV,2020,"Las Vegas Metropolitan Police Department",Yes,Yes
NV,2020,"Nevada Highway Patrol",,Yes
NV,2020,"North Las Vegas Police Department",Yes,Yes
NV,2020,"Reno Police Department",Yes,Yes
NV,2020,"Sparks Police Department",Yes,Yes
NV,2020,"Washoe County Sheriff's Office",Yes,Yes
NY,2020,"Buffalo Police Department",Yes,Yes
NY,2020,"Greece Town Police Department",,Yes
NY,2020,"Manlius Town Police Department",Yes,Yes
NY,2020,"Monroe County Sheriff's Office",,Yes
NY,2020,"New Paltz Town and Village Police Department",Yes,Yes
NY,2020,"New York City Metropolitan Transportation Authority",,Yes
NY,2020,"New York City Police Department",,Yes
NY,2020,"Niagara County Sheriff's Office",,Yes
NY,2020,"Suffolk County Police Department",,Yes
NY,2020,"Syracuse Police Department",Yes,Yes
OH,2020,"Aberdeen Police Department",Yes,Yes
OH,2020,"Adams County Sheriff's Office",Yes,Yes
OH,2020,"Addison Township Police Department",Yes,
OH,2020,"Addyston Police Department",Yes,Yes
OH,2020,"Albany Police Department",Yes,Yes
OH,2020,"Arlington Heights Police Department",Yes,
OH,2020,"Ashland County Sheriff's Office",,Yes
OH,2020,"Ashland Police Department",Yes,Yes
OH,2020,"Ashville Police Department",Yes,Yes
OH,2020,"Aurora Police Department",Yes,Yes
OH,2020,"Austintown Police Department",,Yes
OH,2020,"Bainbridge Police Department",Yes,
OH,2020,"Bath Township Police Department, Summit County",Yes,Yes
OH,2020,"Bay Village Police Department",Yes,Yes
OH,2020,"Bazetta Township Police Department",Yes,Yes
OH,2020,"Beaver Police Department",Yes,
OH,2020,"Beaver Township Police Department",Yes,Yes
OH,2020,"Bedford Police Department",Yes,Yes
OH,2020,"Bellbrook Police Department",Yes,Yes
OH,2020,"Bellville Police Department",Yes,Yes
OH,2020,"Berea Police Department",Yes,Yes
OH,2020,"Bexley Police Department",Yes,Yes
OH,2020,"Blue Ash Police Department",Yes,Yes
OH,2020,"Bradner Police Department",Yes,Yes
OH,2020,"Brunswick Hills Township Police Department",,Yes
OH,2020,"Brunswick Police Department",Yes,Yes
OH,2020,"Bureau of Criminal Identification and Investigation",Yes,Yes
OH,2020,"Canal Fulton Police Department",Yes,Yes
OH,2020,"Canton Police Department",Yes,Yes
OH,2020,"Cedarville Police Department",Yes,Yes
OH,2020,"Chagrin Falls Police Department",Yes,Yes
OH,2020,"Cheviot Police Department",Yes,Yes
OH,2020,"Cincinnati Police Department",Yes,Yes
OH,2020,"Circleville Police Department",Yes,Yes
OH,2020,"Clarington Police Department",Yes,
OH,2020,"Cleveland Heights Police Department",Yes,Yes
OH,2020,"Cleveland Metropolitan Park District",Yes,Yes
OH,2020,"Cleveland Police Department",,Yes
OH,2020,"Cleveland State University",Yes,Yes
OH,2020,"Cleves Police Department",Yes,Yes
OH,2020,"Clinton Police Department",Yes,
OH,2020,"Colerain Township Police Department",Yes,Yes
OH,2020,"Columbiana County Sheriff's Office",Yes,Yes
OH,2020,"Columbiana Police Department",Yes,Yes
OH,2020,"Commercial Point Police Department",Yes,Yes
OH,2020,"Copley Township Police Department",Yes,Yes
OH,2020,"Craig Beach Police Department",Yes,Yes
OH,2020,"Crawford County Sheriff's Office",Yes,Yes
OH,2020,"Darke County Sheriff's Office",,Yes
OH,2020,"Dayton Police Department",,Yes
OH,2020,"Defiance Police Department",,Yes
OH,2020,"De Graff Police Department",Yes,Yes
OH,2020,"Delaware Police Department",Yes,Yes
OH,2020,"Delhi Township Police Department",Yes,Yes
OH,2020,"Dresden Police Department",Yes,Yes
OH,2020,"Eastlake Police Department",Yes,Yes
OH,2020,"East Liverpool Police Department",Yes,Yes
OH,2020,"East Palestine Police Department",Yes,Yes
OH,2020,"Eaton Police Department",Yes,Yes
OH,2020,"Elmore Police Department",Yes,Yes
OH,2020,"Elmwood Place Police Department",Yes,Yes
OH,2020,"Erie County Sheriff's Office",Yes,Yes
OH,2020,"Fairfax Police Department",Yes,Yes
OH,2020,"Fayette County Sheriff's Office",,Yes
OH,2020,"Fayette Police Department",Yes,Yes
OH,2020,"Findlay Police Department",,Yes
OH,2020,"Forest Park Police Department",Yes,Yes
OH,2020,"Frazeysburg Police Department",Yes,Yes
OH,2020,"Gahanna Police Department",Yes,Yes
OH,2020,"Gallia County Sheriff's Office",Yes,Yes
